,country,year,sex,age,SuicidesNo,population,HDIForYear,GDPForYearMoney,suicidesper100k,Generation,TotalPopulationYear,GDPperCapita
5599,Chile,2012,female,5-14 years,7,1245397,0.8270000000000001,267122320057,0.56,Generation Z,16075247,16616.99630848596
5600,Chile,2013,male,75+ years,82,265665,0.83,278384332694,30.87,Silent,16242244,17139.52411341684
5601,Chile,2013,male,55-74 years,288,1296922,0.83,278384332694,22.21,Boomers,16242244,17139.52411341684
5602,Chile,2013,male,25-34 years,298,1359760,0.83,278384332694,21.92,Millenials,16242244,17139.52411341684
5603,Chile,2013,male,35-54 years,516,2389789,0.83,278384332694,21.59,Generation X,16242244,17139.52411341684
5604,Chile,2013,male,15-24 years,224,1425807,0.83,278384332694,15.71,Generation Z,16242244,17139.52411341684
5605,Chile,2013,female,35-54 years,13,2401833,0.83,278384332694,0.54,Generation X,16242244,17139.52411341684
5606,Chile,2013,female,15-24 years,6,1370723,0.83,278384332694,0.44,Generation Z,16242244,17139.52411341684
5607,Chile,2013,female,25-34 years,52,1318935,0.83,278384332694,3.94,Millenials,16242244,17139.52411341684
5608,Chile,2013,female,55-74 years,54,1445681,0.83,278384332694,3.74,Boomers,16242244,17139.52411341684
5609,Chile,2013,female,75+ years,14,442189,0.83,278384332694,3.17,Silent,16242244,17139.52411341684
5610,Chile,2013,male,5-14 years,12,1285975,0.83,278384332694,0.93,Generation Z,16242244,17139.52411341684
5611,Chile,2013,female,5-14 years,8,1238965,0.83,278384332694,0.65,Generation Z,16242244,17139.52411341684
5612,Chile,2014,male,75+ years,92,273608,0.8320000000000001,260584090571,33.62,Silent,16406867,15882.623450961113
5613,Chile,2014,male,55-74 years,38,1345116,0.8320000000000001,260584090571,2.83,Boomers,16406867,15882.623450961113
5614,Chile,2014,male,35-54 years,536,2408469,0.8320000000000001,260584090571,22.25,Generation X,16406867,15882.623450961113
5615,Chile,2014,male,25-34 years,289,1384843,0.8320000000000001,260584090571,20.87,Millenials,16406867,15882.623450961113
5616,Chile,2014,male,15-24 years,238,1413924,0.8320000000000001,260584090571,16.83,Generation Z,16406867,15882.623450961113
5617,Chile,2014,female,35-54 years,127,2417192,0.8320000000000001,260584090571,5.25,Generation X,16406867,15882.623450961113
5618,Chile,2014,female,25-34 years,6,1340788,0.8320000000000001,260584090571,0.45,Millenials,16406867,15882.623450961113
5619,Chile,2014,female,15-24 years,58,1357865,0.8320000000000001,260584090571,4.27,Generation Z,16406867,15882.623450961113
5620,Chile,2014,female,55-74 years,52,1494867,0.8320000000000001,260584090571,3.48,Boomers,16406867,15882.623450961113
5621,Chile,2014,female,75+ years,8,455627,0.8320000000000001,260584090571,1.76,Silent,16406867,15882.623450961113
5622,Chile,2014,male,5-14 years,12,1280751,0.8320000000000001,260584090571,0.94,Generation Z,16406867,15882.623450961113
5623,Chile,2014,female,5-14 years,9,1233817,0.8320000000000001,260584090571,0.73,Generation Z,16406867,15882.623450961113
5624,Chile,2015,male,75+ years,117,282308,0.0,243999477738,41.44,Silent,16565725,14729.175918228753
5625,Chile,2015,male,55-74 years,31,1394272,0.0,243999477738,2.22,Boomers,16565725,14729.175918228753
5626,Chile,2015,male,35-54 years,513,2426719,0.0,243999477738,21.14,Generation X,16565725,14729.175918228753
5627,Chile,2015,male,25-34 years,296,1406921,0.0,243999477738,21.04,Millenials,16565725,14729.175918228753
5628,Chile,2015,male,15-24 years,224,1400822,0.0,243999477738,15.99,Generation Z,16565725,14729.175918228753
5629,Chile,2015,female,35-54 years,136,2431495,0.0,243999477738,5.59,Generation X,16565725,14729.175918228753
5630,Chile,2015,female,55-74 years,78,1544550,0.0,243999477738,5.05,Boomers,16565725,14729.175918228753
5631,Chile,2015,female,25-34 years,66,1359598,0.0,243999477738,4.85,Millenials,16565725,14729.175918228753
5632,Chile,2015,female,15-24 years,64,1343941,0.0,243999477738,4.76,Generation Z,16565725,14729.175918228753
5633,Chile,2015,female,75+ years,21,470618,0.0,243999477738,4.46,Silent,16565725,14729.175918228753
5634,Chile,2015,female,5-14 years,13,1228869,0.0,243999477738,1.06,Generation Z,16565725,14729.175918228753
5635,Chile,2015,male,5-14 years,9,1275612,0.0,243999477738,0.71,Generation Z,16565725,14729.175918228753
5636,Colombia,1985,male,75+ years,21,123400,0.573,34894411352,17.02,GI Generation,25052400,1392.8570257540196
5637,Colombia,1985,male,55-74 years,113,1015200,0.573,34894411352,11.13,Silent,25052400,1392.8570257540196
5638,Colombia,1985,male,25-34 years,193,2323700,0.573,34894411352,8.31,Boomers,25052400,1392.8570257540196
5639,Colombia,1985,male,15-24 years,256,3190200,0.573,34894411352,8.02,Generation X,25052400,1392.8570257540196
5640,Colombia,1985,male,35-54 years,188,2451100,0.573,34894411352,7.67,Boomers,25052400,1392.8570257540196
5641,Colombia,1985,female,15-24 years,117,3140700,0.573,34894411352,3.73,Generation X,25052400,1392.8570257540196
5642,Colombia,1985,female,25-34 years,45,2276100,0.573,34894411352,1.98,Boomers,25052400,1392.8570257540196
5643,Colombia,1985,female,75+ years,3,174000,0.573,34894411352,1.72,GI Generation,25052400,1392.8570257540196
5644,Colombia,1985,female,35-54 years,31,2403500,0.573,34894411352,1.29,Boomers,25052400,1392.8570257540196
5645,Colombia,1985,female,55-74 years,12,1150600,0.573,34894411352,1.04,Silent,25052400,1392.8570257540196
5646,Colombia,1985,male,5-14 years,12,3443900,0.573,34894411352,0.35,Generation X,25052400,1392.8570257540196
5647,Colombia,1985,female,5-14 years,1,3360000,0.573,34894411352,0.03,Generation X,25052400,1392.8570257540196
5648,Colombia,1986,male,75+ years,13,126000,0.0,34942489684,10.32,GI Generation,25585600,1365.709214714527
5649,Colombia,1986,male,15-24 years,26,3258100,0.0,34942489684,0.8,Generation X,25585600,1365.709214714527
5650,Colombia,1986,male,25-34 years,189,2373200,0.0,34942489684,7.96,Boomers,25585600,1365.709214714527
5651,Colombia,1986,male,55-74 years,81,1036800,0.0,34942489684,7.81,Silent,25585600,1365.709214714527
5652,Colombia,1986,male,35-54 years,187,2503200,0.0,34942489684,7.47,Boomers,25585600,1365.709214714527
5653,Colombia,1986,female,15-24 years,121,3207600,0.0,34942489684,3.77,Generation X,25585600,1365.709214714527
5654,Colombia,1986,female,25-34 years,48,2324500,0.0,34942489684,2.06,Boomers,25585600,1365.709214714527
5655,Colombia,1986,female,55-74 years,13,1175000,0.0,34942489684,1.11,Silent,25585600,1365.709214714527
5656,Colombia,1986,female,35-54 years,26,2454600,0.0,34942489684,1.06,Boomers,25585600,1365.709214714527
5657,Colombia,1986,female,5-14 years,1,3431600,0.0,34942489684,0.03,Millenials,25585600,1365.709214714527
5658,Colombia,1986,male,5-14 years,1,3517300,0.0,34942489684,0.03,Millenials,25585600,1365.709214714527
5659,Colombia,1986,female,75+ years,0,177700,0.0,34942489684,0.0,GI Generation,25585600,1365.709214714527
5660,Colombia,1987,male,15-24 years,31,3533143,0.0,36373307085,0.88,Generation X,28009432,1298.6092358102799
5661,Colombia,1987,male,55-74 years,86,1044703,0.0,36373307085,8.23,Silent,28009432,1298.6092358102799
5662,Colombia,1987,male,75+ years,14,183612,0.0,36373307085,7.62,GI Generation,28009432,1298.6092358102799
5663,Colombia,1987,male,25-34 years,192,2615813,0.0,36373307085,7.34,Boomers,28009432,1298.6092358102799
5664,Colombia,1987,male,35-54 years,147,2567656,0.0,36373307085,5.73,Boomers,28009432,1298.6092358102799
5665,Colombia,1987,female,15-24 years,118,3468807,0.0,36373307085,3.4,Generation X,28009432,1298.6092358102799
5666,Colombia,1987,female,25-34 years,29,2651735,0.0,36373307085,1.09,Boomers,28009432,1298.6092358102799
5667,Colombia,1987,female,35-54 years,27,2755678,0.0,36373307085,0.98,Boomers,28009432,1298.6092358102799
5668,Colombia,1987,female,55-74 years,1,1210423,0.0,36373307085,0.08,Silent,28009432,1298.6092358102799
5669,Colombia,1987,female,75+ years,2,257621,0.0,36373307085,0.78,GI Generation,28009432,1298.6092358102799
5670,Colombia,1987,male,5-14 years,16,3924075,0.0,36373307085,0.41,Millenials,28009432,1298.6092358102799
5671,Colombia,1987,female,5-14 years,9,3796166,0.0,36373307085,0.24,Millenials,28009432,1298.6092358102799
5672,Colombia,1988,male,75+ years,27,190910,0.0,39212550050,14.14,GI Generation,28649501,1368.699233190833
5673,Colombia,1988,male,25-34 years,214,2696739,0.0,39212550050,7.94,Boomers,28649501,1368.699233190833
5674,Colombia,1988,male,55-74 years,83,1069673,0.0,39212550050,7.76,Silent,28649501,1368.699233190833
5675,Colombia,1988,male,15-24 years,243,3543715,0.0,39212550050,6.86,Generation X,28649501,1368.699233190833
5676,Colombia,1988,male,35-54 years,16,2682795,0.0,39212550050,0.6,Boomers,28649501,1368.699233190833
5677,Colombia,1988,female,15-24 years,85,3480840,0.0,39212550050,2.44,Generation X,28649501,1368.699233190833
5678,Colombia,1988,female,75+ years,6,268303,0.0,39212550050,2.24,GI Generation,28649501,1368.699233190833
5679,Colombia,1988,female,25-34 years,41,2734383,0.0,39212550050,1.5,Boomers,28649501,1368.699233190833
5680,Colombia,1988,female,35-54 years,26,2877134,0.0,39212550050,0.9,Boomers,28649501,1368.699233190833
5681,Colombia,1988,male,5-14 years,14,3998496,0.0,39212550050,0.35,Millenials,28649501,1368.699233190833
5682,Colombia,1988,female,55-74 years,4,1240926,0.0,39212550050,0.32,Silent,28649501,1368.699233190833
5683,Colombia,1988,female,5-14 years,9,3865587,0.0,39212550050,0.23,Millenials,28649501,1368.699233190833
5684,Colombia,1989,male,75+ years,17,197086,0.0,39540080200,8.63,GI Generation,29289829,1349.9594074106749
5685,Colombia,1989,male,55-74 years,87,1096341,0.0,39540080200,7.94,Silent,29289829,1349.9594074106749
5686,Colombia,1989,male,25-34 years,194,2777676,0.0,39540080200,6.98,Boomers,29289829,1349.9594074106749
5687,Colombia,1989,male,35-54 years,152,2802188,0.0,39540080200,5.42,Boomers,29289829,1349.9594074106749
5688,Colombia,1989,male,15-24 years,191,3551741,0.0,39540080200,5.38,Generation X,29289829,1349.9594074106749
5689,Colombia,1989,female,15-24 years,78,3489146,0.0,39540080200,2.24,Generation X,29289829,1349.9594074106749
5690,Colombia,1989,female,25-34 years,45,2817903,0.0,39540080200,1.6,Boomers,29289829,1349.9594074106749
5691,Colombia,1989,female,75+ years,4,278074,0.0,39540080200,1.44,GI Generation,29289829,1349.9594074106749
5692,Colombia,1989,female,35-54 years,34,3003700,0.0,39540080200,1.13,Boomers,29289829,1349.9594074106749
5693,Colombia,1989,female,5-14 years,13,3932480,0.0,39540080200,0.33,Millenials,29289829,1349.9594074106749
5694,Colombia,1989,female,55-74 years,4,1273639,0.0,39540080200,0.31,Silent,29289829,1349.9594074106749
5695,Colombia,1989,male,5-14 years,12,4069855,0.0,39540080200,0.29,Millenials,29289829,1349.9594074106749
5696,Colombia,1990,male,75+ years,21,202048,0.596,40274204595,10.39,GI Generation,29930973,1345.5695073795296
5697,Colombia,1990,male,55-74 years,85,1124943,0.596,40274204595,7.56,Silent,29930973,1345.5695073795296
5698,Colombia,1990,male,15-24 years,22,3562908,0.596,40274204595,0.62,Generation X,29930973,1345.5695073795296
5699,Colombia,1990,male,25-34 years,174,2859281,0.596,40274204595,6.09,Generation X,29930973,1345.5695073795296
5700,Colombia,1990,male,35-54 years,153,2924679,0.596,40274204595,5.23,Boomers,29930973,1345.5695073795296
5701,Colombia,1990,female,15-24 years,95,3499435,0.596,40274204595,2.71,Generation X,29930973,1345.5695073795296
5702,Colombia,1990,female,25-34 years,41,2902786,0.596,40274204595,1.41,Generation X,29930973,1345.5695073795296
5703,Colombia,1990,female,35-54 years,4,3134518,0.596,40274204595,0.13,Boomers,29930973,1345.5695073795296
5704,Colombia,1990,female,55-74 years,14,1308768,0.596,40274204595,1.07,Silent,29930973,1345.5695073795296
5705,Colombia,1990,female,75+ years,3,286894,0.596,40274204595,1.05,GI Generation,29930973,1345.5695073795296
5706,Colombia,1990,male,5-14 years,12,4132729,0.596,40274204595,0.29,Millenials,29930973,1345.5695073795296
5707,Colombia,1990,female,5-14 years,7,3991984,0.596,40274204595,0.18,Millenials,29930973,1345.5695073795296
5708,Colombia,1991,male,15-24 years,28,3569610,0.0,41239551378,0.78,Generation X,30584178,1348.3949569610797
5709,Colombia,1991,male,55-74 years,89,1152018,0.0,41239551378,7.73,Silent,30584178,1348.3949569610797
5710,Colombia,1991,male,25-34 years,216,2944422,0.0,41239551378,7.34,Generation X,30584178,1348.3949569610797
5711,Colombia,1991,male,75+ years,14,210787,0.0,41239551378,6.64,GI Generation,30584178,1348.3949569610797
5712,Colombia,1991,male,35-54 years,175,3053490,0.0,41239551378,5.73,Boomers,30584178,1348.3949569610797
5713,Colombia,1991,female,15-24 years,1,3511813,0.0,41239551378,0.03,Generation X,30584178,1348.3949569610797
5714,Colombia,1991,female,25-34 years,54,2991721,0.0,41239551378,1.8,Generation X,30584178,1348.3949569610797
5715,Colombia,1991,female,35-54 years,36,3271390,0.0,41239551378,1.1,Boomers,30584178,1348.3949569610797
5716,Colombia,1991,female,75+ years,3,298517,0.0,41239551378,1.0,GI Generation,30584178,1348.3949569610797
5717,Colombia,1991,female,55-74 years,1,1341052,0.0,41239551378,0.07,Silent,30584178,1348.3949569610797
5718,Colombia,1991,male,5-14 years,24,4191827,0.0,41239551378,0.57,Millenials,30584178,1348.3949569610797
5719,Colombia,1991,female,5-14 years,9,4047531,0.0,41239551378,0.22,Millenials,30584178,1348.3949569610797
5720,Colombia,1992,male,55-74 years,18,1154900,0.0,49279585355,1.56,Silent,29615400,1663.985134592138
5721,Colombia,1992,male,75+ years,2,215800,0.0,49279585355,0.93,GI Generation,29615400,1663.985134592138
5722,Colombia,1992,male,25-34 years,251,2922400,0.0,49279585355,8.59,Generation X,29615400,1663.985134592138
5723,Colombia,1992,male,15-24 years,274,3373400,0.0,49279585355,8.12,Generation X,29615400,1663.985134592138
5724,Colombia,1992,male,35-54 years,18,3058800,0.0,49279585355,0.59,Boomers,29615400,1663.985134592138
5725,Colombia,1992,female,15-24 years,111,3331300,0.0,49279585355,3.33,Generation X,29615400,1663.985134592138
5726,Colombia,1992,female,25-34 years,53,2997700,0.0,49279585355,1.77,Generation X,29615400,1663.985134592138
5727,Colombia,1992,female,35-54 years,48,3267600,0.0,49279585355,1.47,Boomers,29615400,1663.985134592138
5728,Colombia,1992,female,55-74 years,6,1315300,0.0,49279585355,0.46,Silent,29615400,1663.985134592138
5729,Colombia,1992,female,5-14 years,17,3786400,0.0,49279585355,0.45,Millenials,29615400,1663.985134592138
5730,Colombia,1992,male,5-14 years,17,3917400,0.0,49279585355,0.43,Millenials,29615400,1663.985134592138
5731,Colombia,1992,female,75+ years,1,274400,0.0,49279585355,0.36,GI Generation,29615400,1663.985134592138
5732,Colombia,1993,male,75+ years,22,222900,0.0,55802538219,9.87,GI Generation,30242200,1845.187791199053
5733,Colombia,1993,male,55-74 years,18,1184100,0.0,55802538219,1.52,Silent,30242200,1845.187791199053
5734,Colombia,1993,male,15-24 years,279,3377300,0.0,55802538219,8.26,Generation X,30242200,1845.187791199053
5735,Colombia,1993,male,25-34 years,226,3015600,0.0,55802538219,7.49,Generation X,30242200,1845.187791199053
5736,Colombia,1993,male,35-54 years,215,3186600,0.0,55802538219,6.75,Boomers,30242200,1845.187791199053
5737,Colombia,1993,female,15-24 years,11,3332600,0.0,55802538219,0.33,Generation X,30242200,1845.187791199053
5738,Colombia,1993,female,25-34 years,53,3088400,0.0,55802538219,1.72,Generation X,30242200,1845.187791199053
5739,Colombia,1993,female,55-74 years,16,1348500,0.0,55802538219,1.19,Silent,30242200,1845.187791199053
5740,Colombia,1993,female,35-54 years,36,3406300,0.0,55802538219,1.06,Boomers,30242200,1845.187791199053
5741,Colombia,1993,male,5-14 years,21,3965600,0.0,55802538219,0.53,Millenials,30242200,1845.187791199053
5742,Colombia,1993,female,5-14 years,8,3830500,0.0,55802538219,0.21,Millenials,30242200,1845.187791199053
5743,Colombia,1993,female,75+ years,0,283800,0.0,55802538219,0.0,GI Generation,30242200,1845.187791199053
5744,Colombia,1994,male,75+ years,31,230500,0.0,81703500846,13.45,GI Generation,30874600,2646.301517946791
5745,Colombia,1994,male,15-24 years,313,3391100,0.0,81703500846,9.23,Generation X,30874600,2646.301517946791
5746,Colombia,1994,male,55-74 years,11,1214600,0.0,81703500846,0.91,Silent,30874600,2646.301517946791
5747,Colombia,1994,male,25-34 years,247,3094400,0.0,81703500846,7.98,Generation X,30874600,2646.301517946791
5748,Colombia,1994,male,35-54 years,216,3320000,0.0,81703500846,6.51,Boomers,30874600,2646.301517946791
5749,Colombia,1994,female,15-24 years,13,3343400,0.0,81703500846,0.39,Generation X,30874600,2646.301517946791
5750,Colombia,1994,female,25-34 years,59,3164600,0.0,81703500846,1.86,Generation X,30874600,2646.301517946791
5751,Colombia,1994,female,55-74 years,19,1382700,0.0,81703500846,1.37,Silent,30874600,2646.301517946791
5752,Colombia,1994,female,35-54 years,44,3551000,0.0,81703500846,1.24,Boomers,30874600,2646.301517946791
5753,Colombia,1994,female,75+ years,2,293900,0.0,81703500846,0.68,GI Generation,30874600,2646.301517946791
5754,Colombia,1994,female,5-14 years,14,3874700,0.0,81703500846,0.36,Millenials,30874600,2646.301517946791
5755,Colombia,1994,male,5-14 years,13,4013700,0.0,81703500846,0.32,Millenials,30874600,2646.301517946791
5756,Colombia,1995,male,75+ years,27,237128,0.629,92507279383,11.39,GI Generation,33090899,2795.550504173368
5757,Colombia,1995,male,55-74 years,11,1280826,0.629,92507279383,0.86,Silent,33090899,2795.550504173368
5758,Colombia,1995,male,25-34 years,253,3221761,0.629,92507279383,7.85,Generation X,33090899,2795.550504173368
5759,Colombia,1995,male,15-24 years,271,3657416,0.629,92507279383,7.41,Generation X,33090899,2795.550504173368
5760,Colombia,1995,male,35-54 years,213,3599535,0.629,92507279383,5.92,Boomers,33090899,2795.550504173368
5761,Colombia,1995,female,15-24 years,116,3602418,0.629,92507279383,3.22,Generation X,33090899,2795.550504173368
5762,Colombia,1995,female,25-34 years,55,3296038,0.629,92507279383,1.67,Generation X,33090899,2795.550504173368
5763,Colombia,1995,female,35-54 years,63,3860918,0.629,92507279383,1.63,Boomers,33090899,2795.550504173368
5764,Colombia,1995,female,55-74 years,16,1495950,0.629,92507279383,1.07,Silent,33090899,2795.550504173368
5765,Colombia,1995,male,5-14 years,15,4330243,0.629,92507279383,0.35,Millenials,33090899,2795.550504173368
5766,Colombia,1995,female,75+ years,1,337540,0.629,92507279383,0.3,GI Generation,33090899,2795.550504173368
5767,Colombia,1995,female,5-14 years,1,4171126,0.629,92507279383,0.02,Millenials,33090899,2795.550504173368
5768,Colombia,1996,male,75+ years,33,248909,0.0,97160109278,13.26,GI Generation,33703636,2882.7782639831503
5769,Colombia,1996,male,55-74 years,124,1313132,0.0,97160109278,9.44,Silent,33703636,2882.7782639831503
5770,Colombia,1996,male,15-24 years,289,3707736,0.0,97160109278,7.79,Millenials,33703636,2882.7782639831503
5771,Colombia,1996,male,35-54 years,259,3749624,0.0,97160109278,6.91,Boomers,33703636,2882.7782639831503
5772,Colombia,1996,male,25-34 years,225,3258034,0.0,97160109278,6.91,Generation X,33703636,2882.7782639831503
5773,Colombia,1996,female,15-24 years,121,3651707,0.0,97160109278,3.31,Millenials,33703636,2882.7782639831503
5774,Colombia,1996,female,25-34 years,58,3336435,0.0,97160109278,1.74,Generation X,33703636,2882.7782639831503
5775,Colombia,1996,female,35-54 years,44,4021393,0.0,97160109278,1.09,Boomers,33703636,2882.7782639831503
5776,Colombia,1996,female,55-74 years,15,1533960,0.0,97160109278,0.98,Silent,33703636,2882.7782639831503
5777,Colombia,1996,female,75+ years,3,352470,0.0,97160109278,0.85,GI Generation,33703636,2882.7782639831503
5778,Colombia,1996,male,5-14 years,21,4344969,0.0,97160109278,0.48,Millenials,33703636,2882.7782639831503
5779,Colombia,1996,female,5-14 years,17,4185267,0.0,97160109278,0.41,Millenials,33703636,2882.7782639831503
5780,Colombia,1997,male,75+ years,34,260440,0.0,106659508271,13.05,GI Generation,34338825,3106.090795797468
5781,Colombia,1997,male,55-74 years,117,1349163,0.0,106659508271,8.67,Silent,34338825,3106.090795797468
5782,Colombia,1997,male,15-24 years,315,3775597,0.0,106659508271,8.34,Millenials,34338825,3106.090795797468
5783,Colombia,1997,male,25-34 years,242,3280278,0.0,106659508271,7.38,Generation X,34338825,3106.090795797468
5784,Colombia,1997,male,35-54 years,234,3906804,0.0,106659508271,5.99,Boomers,34338825,3106.090795797468
5785,Colombia,1997,female,15-24 years,117,3716547,0.0,106659508271,3.15,Millenials,34338825,3106.090795797468
5786,Colombia,1997,female,25-34 years,7,3362418,0.0,106659508271,0.21,Generation X,34338825,3106.090795797468
5787,Colombia,1997,female,35-54 years,57,4189374,0.0,106659508271,1.36,Boomers,34338825,3106.090795797468
5788,Colombia,1997,female,55-74 years,17,1575903,0.0,106659508271,1.08,Silent,34338825,3106.090795797468
5789,Colombia,1997,female,75+ years,3,367426,0.0,106659508271,0.82,GI Generation,34338825,3106.090795797468
5790,Colombia,1997,male,5-14 years,19,4358250,0.0,106659508271,0.44,Millenials,34338825,3106.090795797468
5791,Colombia,1997,female,5-14 years,17,4196625,0.0,106659508271,0.41,Millenials,34338825,3106.090795797468
5792,Colombia,1998,male,75+ years,51,271456,0.0,98443739941,18.79,GI Generation,34987039,2813.720244831236
5793,Colombia,1998,male,15-24 years,57,3853955,0.0,98443739941,1.48,Millenials,34987039,2813.720244831236
5794,Colombia,1998,male,55-74 years,182,1390023,0.0,98443739941,13.09,Silent,34987039,2813.720244831236
5795,Colombia,1998,male,25-34 years,42,3292463,0.0,98443739941,1.28,Generation X,34987039,2813.720244831236
5796,Colombia,1998,male,35-54 years,374,4068675,0.0,98443739941,9.19,Boomers,34987039,2813.720244831236
5797,Colombia,1998,female,15-24 years,247,3789996,0.0,98443739941,6.52,Millenials,34987039,2813.720244831236
5798,Colombia,1998,female,25-34 years,97,3377856,0.0,98443739941,2.87,Generation X,34987039,2813.720244831236
5799,Colombia,1998,female,35-54 years,88,4362525,0.0,98443739941,2.02,Boomers,34987039,2813.720244831236
5800,Colombia,1998,female,5-14 years,47,4205288,0.0,98443739941,1.12,Millenials,34987039,2813.720244831236
5801,Colombia,1998,female,55-74 years,18,1623053,0.0,98443739941,1.11,Silent,34987039,2813.720244831236
5802,Colombia,1998,male,5-14 years,36,4369564,0.0,98443739941,0.82,Millenials,34987039,2813.720244831236
5803,Colombia,1998,female,75+ years,3,382185,0.0,98443739941,0.78,GI Generation,34987039,2813.720244831236
5804,Colombia,1999,male,75+ years,53,281533,0.0,86186158685,18.83,GI Generation,35629408,2418.961288523233
5805,Colombia,1999,male,55-74 years,217,1437035,0.0,86186158685,15.1,Silent,35629408,2418.961288523233
5806,Colombia,1999,male,15-24 years,56,3930904,0.0,86186158685,1.42,Millenials,35629408,2418.961288523233
5807,Colombia,1999,male,25-34 years,414,3300918,0.0,86186158685,12.54,Generation X,35629408,2418.961288523233
5808,Colombia,1999,male,35-54 years,425,4231334,0.0,86186158685,10.04,Boomers,35629408,2418.961288523233
5809,Colombia,1999,female,15-24 years,24,3860670,0.0,86186158685,0.62,Millenials,35629408,2418.961288523233
5810,Colombia,1999,female,25-34 years,97,3388982,0.0,86186158685,2.86,Generation X,35629408,2418.961288523233
5811,Colombia,1999,female,35-54 years,9,4537037,0.0,86186158685,0.2,Boomers,35629408,2418.961288523233
5812,Colombia,1999,female,5-14 years,46,4210355,0.0,86186158685,1.09,Millenials,35629408,2418.961288523233
5813,Colombia,1999,female,55-74 years,17,1676984,0.0,86186158685,1.01,Silent,35629408,2418.961288523233
5814,Colombia,1999,male,5-14 years,35,4377335,0.0,86186158685,0.8,Millenials,35629408,2418.961288523233
5815,Colombia,1999,female,75+ years,3,396321,0.0,86186158685,0.76,GI Generation,35629408,2418.961288523233
5816,Colombia,2000,male,75+ years,6,290481,0.654,99886577331,2.07,GI Generation,36252342,2755.3137761692747
5817,Colombia,2000,male,15-24 years,629,3998961,0.654,99886577331,15.73,Millenials,36252342,2755.3137761692747
5818,Colombia,2000,male,55-74 years,198,1491171,0.654,99886577331,13.28,Silent,36252342,2755.3137761692747
5819,Colombia,2000,male,25-34 years,438,3310535,0.654,99886577331,13.23,Generation X,36252342,2755.3137761692747
5820,Colombia,2000,male,35-54 years,453,4391802,0.654,99886577331,10.31,Generation X,36252342,2755.3137761692747
5821,Colombia,2000,female,15-24 years,262,3921422,0.654,99886577331,6.68,Millenials,36252342,2755.3137761692747
5822,Colombia,2000,female,25-34 years,96,3400584,0.654,99886577331,2.82,Generation X,36252342,2755.3137761692747
5823,Colombia,2000,female,35-54 years,99,4710061,0.654,99886577331,2.1,Generation X,36252342,2755.3137761692747
5824,Colombia,2000,female,75+ years,6,409711,0.654,99886577331,1.46,GI Generation,36252342,2755.3137761692747
5825,Colombia,2000,female,5-14 years,57,4209864,0.654,99886577331,1.35,Millenials,36252342,2755.3137761692747
5826,Colombia,2000,female,55-74 years,23,1738797,0.654,99886577331,1.32,Silent,36252342,2755.3137761692747
5827,Colombia,2000,male,5-14 years,37,4378953,0.654,99886577331,0.84,Millenials,36252342,2755.3137761692747
5828,Colombia,2001,male,75+ years,54,304065,0.0,98203546156,17.76,GI Generation,36884428,2662.4662894596063
5829,Colombia,2001,male,55-74 years,234,1547265,0.0,98203546156,15.12,Boomers,36884428,2662.4662894596063
5830,Colombia,2001,male,15-24 years,62,4057598,0.0,98203546156,1.53,Millenials,36884428,2662.4662894596063
5831,Colombia,2001,male,25-34 years,439,3328209,0.0,98203546156,13.19,Generation X,36884428,2662.4662894596063
5832,Colombia,2001,male,35-54 years,491,4555809,0.0,98203546156,10.78,Generation X,36884428,2662.4662894596063
5833,Colombia,2001,female,15-24 years,32,3976430,0.0,98203546156,0.8,Millenials,36884428,2662.4662894596063
5834,Colombia,2001,female,25-34 years,15,3416780,0.0,98203546156,0.44,Generation X,36884428,2662.4662894596063
5835,Colombia,2001,female,55-74 years,3,1803020,0.0,98203546156,0.17,Boomers,36884428,2662.4662894596063
5836,Colombia,2001,female,35-54 years,71,4884700,0.0,98203546156,1.45,Generation X,36884428,2662.4662894596063
5837,Colombia,2001,female,5-14 years,45,4206893,0.0,98203546156,1.07,Generation Z,36884428,2662.4662894596063
5838,Colombia,2001,female,75+ years,4,427591,0.0,98203546156,0.94,GI Generation,36884428,2662.4662894596063
5839,Colombia,2001,male,5-14 years,35,4376068,0.0,98203546156,0.8,Generation Z,36884428,2662.4662894596063
5840,Colombia,2002,male,75+ years,48,316252,0.0,97933391976,15.18,GI Generation,37478276,2613.0708887463234
5841,Colombia,2002,male,15-24 years,59,4104822,0.0,97933391976,1.44,Millenials,37478276,2613.0708887463234
5842,Colombia,2002,male,25-34 years,46,3344207,0.0,97933391976,1.38,Generation X,37478276,2613.0708887463234
5843,Colombia,2002,male,55-74 years,177,1609818,0.0,97933391976,11.0,Boomers,37478276,2613.0708887463234
5844,Colombia,2002,male,35-54 years,487,4717038,0.0,97933391976,10.32,Generation X,37478276,2613.0708887463234
5845,Colombia,2002,female,15-24 years,295,4019790,0.0,97933391976,7.34,Millenials,37478276,2613.0708887463234
5846,Colombia,2002,female,25-34 years,92,3430874,0.0,97933391976,2.68,Generation X,37478276,2613.0708887463234
5847,Colombia,2002,female,35-54 years,81,5056712,0.0,97933391976,1.6,Generation X,37478276,2613.0708887463234
5848,Colombia,2002,female,5-14 years,64,4195227,0.0,97933391976,1.53,Generation Z,37478276,2613.0708887463234
5849,Colombia,2002,female,55-74 years,28,1874594,0.0,97933391976,1.49,Boomers,37478276,2613.0708887463234
5850,Colombia,2002,male,5-14 years,53,4364710,0.0,97933391976,1.21,Generation Z,37478276,2613.0708887463234
